Car,Year,Manufacturer,MSRP,Drivetrain,Passenger_Capacity,Passenger_Doors,Engine_Type,Engine_Configuration,Cylinders,Body_Style,Transmission_Type,Front_Leg_Room_(in),Second_Shoulder_Room_(in),Passenger_Volume_(ft³),Second_Head_Room_(in),Front_Shoulder_Room_(in),Front_Head_Room_(in),Second_Leg_Room_(in),Wheelbase_(in),"Width,_Max_w/o_mirrors_(in)","Height,_Overall_(in)","Fuel_Tank_Capacity,_Approx_(gal)",Fuel_Economy_Est-Combined_(MPG),EPA_Fuel_Economy_Est_City_(MPG),EPA_Fuel_Economy_Est_Hwy_(MPG),Net_Torque,RPM_NT,Net_HP_Needed,Fuel_Type,Net_HorsePower,RPM_NHP,Net_HP.RPM,Brake_ABS_System,Recirculating_Ball_Steering,Rack_Pinion_steering,Electric_steering,Hydraulic_steering,Speed_Sensitive_steering,Variable_steering,Steering_Type,Turning_Diameter_-_Curb_to_Curb_(ft),Air_Bag-Frontal-Driver,Air_Bag-Frontal-Passenger,Air_Bag-Passenger_Switch_(On/Off),Air_Bag-Side_Body-Front,Air_Bag-Side_Body-Rear,Air_Bag-Side_Head-Front,Air_Bag-Side_Head-Rear,Brakes-ABS,Child_Safety_Rear_Door_Locks,Daytime_Running_Lights,Traction_Control,Night_Vision,Rollover_Protection_Bars,Fog_Lamps,Parking_Aid,Tire_Pressure_Monitor,Back-Up_Camera,Stability_Control,Corrosion_Years,Roadside_Assistance_Miles/km,Roadside_Assistance_Years,"Length,_Overall_(in)",Trunk_Volume_(ft³),Cargo_Volume_(ft³),Suspension_Type,Model_Type
2018 Acura MDX Specs: SH-AWD w/Technology Pkg,2018,Acura,50600,AWD,7,4,V6,V,6,Sport Utility,Automatic,41.4,59.1,132.7,38.3,61.1,38.1,38.5,111,77.7,67.4,19.5,21,18,26,267,4700,238.9375476,Gas,290,6200,1798,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,38.7,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,5,50000,4,NA,NA,0,MacPherson Strut,Acura MDX
2018 Acura MDX Specs: SH-AWD w/Advance/Entertainment Pkg,2018,Acura,58650,AWD,7,4,V6,V,6,Sport Utility,Automatic,41.4,59.1,132.7,38.3,61.1,38.1,38.5,111,77.7,67.4,19.5,21,19,26,267,4700,238.9375476,Gas,290,6200,1798,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,38.7,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,5,50000,4,NA,NA,0,MacPherson Strut,Acura MDX
2018 Acura MDX Specs: SH-AWD w/Advance Pkg,2018,Acura,56650,AWD,6,4,V6,V,6,Sport Utility,Automatic,41.4,59.1,132.7,38.3,61.1,38.1,38.5,111,77.7,67.4,19.5,21,19,26,267,4700,238.9375476,Gas,290,6200,1798,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,38.7,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,5,50000,4,NA,NA,0,MacPherson Strut,Acura MDX
2018 Acura MDX Specs: SH-AWD Sport Hybrid w/Technology Pkg,2018,Acura,52100,AWD,7,4,V6,V,6,Sport Utility,Automatic,41.4,59.1,131.4,38.3,61.1,38.1,38.5,111,77.7,67.4,19.4,26,26,27,NA,NA,NA,Hybrid,321,6300,2022.3,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,38.4,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,5,50000,4,NA,NA,0,MacPherson Strut,Acura MDX
2018 Acura MDX Specs: SH-AWD Sport Hybrid w/Advance Pkg,2018,Acura,58150,AWD,6,4,V6,V,6,Sport Utility,Automatic,41.4,59.1,131.4,38.3,61.1,38.1,38.5,111,77.7,67.4,19.4,26,26,27,NA,NA,NA,Hybrid,321,6300,2022.3,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,38.4,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,5,50000,4,NA,NA,0,MacPherson Strut,Acura MDX
2018 Acura MDX Specs: SH-AWD,2018,Acura,46200,AWD,7,4,V6,V,6,Sport Utility,Automatic,41.4,59.1,132.7,38.3,61.1,38.1,38.5,111,77.7,67.4,19.5,21,18,26,267,4700,238.9375476,Gas,290,6200,1798,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,38.7,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,5,50000,4,NA,NA,0,MacPherson Strut,Acura MDX
2018 Acura MDX Specs: FWD w/Technology/Entertainment Pkg,2018,Acura,50600,FWD,7,4,V6,V,6,Sport Utility,Automatic,41.4,59.1,132.7,38.3,61.1,38.1,38.5,111,77.7,67.4,19.5,22,19,27,267,4700,238.9375476,Gas,290,6200,1798,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,38.7,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,5,50000,4,NA,NA,0,MacPherson Strut,Acura MDX
2018 Acura MDX Specs: FWD w/Technology Pkg,2018,Acura,48600,FWD,7,4,V6,V,6,Sport Utility,Automatic,41.4,59.1,132.7,38.3,61.1,38.1,38.5,111,77.7,67.4,19.5,22,19,27,267,4700,238.9375476,Gas,290,6200,1798,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,38.7,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,5,50000,4,NA,NA,0,MacPherson Strut,Acura MDX
2018 Acura MDX Specs: FWD w/Advance/Entertainment Pkg,2018,Acura,56650,FWD,7,4,V6,V,6,Sport Utility,Automatic,41.4,59.1,132.7,38.3,61.1,38.1,38.5,111,77.7,67.4,19.5,22,20,27,267,4700,238.9375476,Gas,290,6200,1798,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,38.7,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,5,50000,4,NA,NA,0,MacPherson Strut,Acura MDX
2018 Acura MDX Specs: FWD w/Advance Pkg,2018,Acura,54650,FWD,6,4,V6,V,6,Sport Utility,Automatic,41.4,59.1,132.7,38.3,61.1,38.1,38.5,111,77.7,67.4,19.5,22,20,27,267,4700,238.9375476,Gas,290,6200,1798,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,38.7,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,5,50000,4,NA,NA,0,MacPherson Strut,Acura MDX
2016 Acura MDX Specs: FWD 4-Door,2016,Acura,43015,FWD,7,4,V6,V,6,Sport Utility,Automatic,41.5,59.1,132.3,38.3,61.1,38.1,36.5,111,77.2,67.6,19.5,22,19,27,267,4700,238.9375476,Gas,290,6200,1798,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,38.7,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,5,50000,4,NA,NA,0,MacPherson Strut,Acura MDX
2016 Acura MDX Specs: SH-AWD 4-Door w/Tech/Entertainment/AcuraWatch Plus,2016,Acura,52640,AWD,7,4,V6,V,6,Sport Utility,Automatic,41.5,59.1,132.3,38.3,61.1,38.1,36.5,111,77.2,67.6,19.5,21,18,26,267,4700,238.9375476,Gas,290,6200,1798,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,38.7,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,5,50000,4,NA,NA,0,MacPherson Strut,Acura MDX
2016 Acura MDX Specs: SH-AWD 4-Door w/Tech/Entertainment,2016,Acura,51440,AWD,7,4,V6,V,6,Sport Utility,Automatic,41.5,59.1,132.3,38.3,61.1,38.1,36.5,111,77.2,67.6,19.5,21,18,26,267,4700,238.9375476,Gas,290,6200,1798,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,38.7,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,5,50000,4,NA,NA,0,MacPherson Strut,Acura MDX
2016 Acura MDX Specs: SH-AWD 4-Door w/Tech/AcuraWatch Plus,2016,Acura,50640,AWD,7,4,V6,V,6,Sport Utility,Automatic,41.5,59.1,132.3,38.3,61.1,38.1,36.5,111,77.2,67.6,19.5,21,18,26,267,4700,238.9375476,Gas,290,6200,1798,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,38.7,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,5,50000,4,NA,NA,0,MacPherson Strut,Acura MDX
2016 Acura MDX Specs: SH-AWD 4-Door w/Tech,2016,Acura,49440,AWD,7,4,V6,V,6,Sport Utility,Automatic,41.5,59.1,132.3,38.3,61.1,38.1,36.5,111,77.2,67.6,19.5,21,18,26,267,4700,238.9375476,Gas,290,6200,1798,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,38.7,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,5,50000,4,NA,NA,0,MacPherson Strut,Acura MDX
2016 Acura MDX Specs: SH-AWD 4-Door w/Advance/Entertainment,2016,Acura,57230,AWD,7,4,V6,V,6,Sport Utility,Automatic,41.5,59.1,132.3,38.3,61.1,38.1,36.5,111,77.2,67.6,19.5,21,19,26,267,4700,238.9375476,Gas,290,6200,1798,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,38.7,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,5,50000,4,NA,NA,0,MacPherson Strut,Acura MDX
2016 Acura MDX Specs: SH-AWD 4-Door w/Advance,2016,Acura,55230,AWD,7,4,V6,V,6,Sport Utility,Automatic,41.5,59.1,132.3,38.3,61.1,38.1,36.5,111,77.2,67.6,19.5,21,19,26,267,4700,238.9375476,Gas,290,6200,1798,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,38.7,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,5,50000,4,NA,NA,0,MacPherson Strut,Acura MDX
2016 Acura MDX Specs: SH-AWD 4-Door w/AcuraWatch Plus,2016,Acura,46515,AWD,7,4,V6,V,6,Sport Utility,Automatic,41.5,59.1,132.3,38.3,61.1,38.1,36.5,111,77.2,67.6,19.5,21,18,26,267,4700,238.9375476,Gas,290,6200,1798,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,38.7,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,5,50000,4,NA,NA,0,MacPherson Strut,Acura MDX
2016 Acura MDX Specs: SH-AWD 4-Door,2016,Acura,45015,AWD,7,4,V6,V,6,Sport Utility,Automatic,41.5,59.1,132.3,38.3,61.1,38.1,36.5,111,77.2,67.6,19.5,21,18,26,267,4700,238.9375476,Gas,290,6200,1798,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,38.7,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,5,50000,4,NA,NA,0,MacPherson Strut,Acura MDX
2016 Acura MDX Specs: FWD 4-Door w/Tech/Entertainment/AcuraWatch Plus,2016,Acura,50640,FWD,7,4,V6,V,6,Sport Utility,Automatic,41.5,59.1,132.3,38.3,61.1,38.1,36.5,111,77.2,67.6,19.5,22,19,27,267,4700,238.9375476,Gas,290,6200,1798,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,38.7,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,5,50000,4,NA,NA,0,MacPherson Strut,Acura MDX
2016 Acura MDX Specs: FWD 4-Door w/Tech/Entertainment,2016,Acura,49440,FWD,7,4,V6,V,6,Sport Utility,Automatic,41.5,59.1,132.3,38.3,61.1,38.1,36.5,111,77.2,67.6,19.5,22,19,27,267,4700,238.9375476,Gas,290,6200,1798,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,38.7,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,5,50000,4,NA,NA,0,MacPherson Strut,Acura MDX
2016 Acura MDX Specs: FWD 4-Door w/Tech/AcuraWatch Plus,2016,Acura,48640,FWD,7,4,V6,V,6,Sport Utility,Automatic,41.5,59.1,132.3,38.3,61.1,38.1,36.5,111,77.2,67.6,19.5,22,19,27,267,4700,238.9375476,Gas,290,6200,1798,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,38.7,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,5,50000,4,NA,NA,0,MacPherson Strut,Acura MDX
2016 Acura MDX Specs: FWD 4-Door w/Tech,2016,Acura,47440,FWD,7,4,V6,V,6,Sport Utility,Automatic,41.5,59.1,132.3,38.3,61.1,38.1,36.5,111,77.2,67.6,19.5,22,19,27,267,4700,238.9375476,Gas,290,6200,1798,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,38.7,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,5,50000,4,NA,NA,0,MacPherson Strut,Acura MDX
2016 Acura MDX Specs: FWD 4-Door w/Advance/Entertainment,2016,Acura,55230,FWD,7,4,V6,V,6,Sport Utility,Automatic,41.5,59.1,132.3,38.3,61.1,38.1,36.5,111,77.2,67.6,19.5,22,20,27,267,4700,238.9375476,Gas,290,6200,1798,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,38.7,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,5,50000,4,NA,NA,0,MacPherson Strut,Acura MDX
2016 Acura MDX Specs: FWD 4-Door w/Advance,2016,Acura,53230,FWD,7,4,V6,V,6,Sport Utility,Automatic,41.5,59.1,132.3,38.3,61.1,38.1,36.5,111,77.2,67.6,19.5,22,20,27,267,4700,238.9375476,Gas,290,6200,1798,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,38.7,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,5,50000,4,NA,NA,0,MacPherson Strut,Acura MDX
2016 Acura MDX Specs: FWD 4-Door w/AcuraWatch Plus,2016,Acura,44515,FWD,7,4,V6,V,6,Sport Utility,Automatic,41.5,59.1,132.3,38.3,61.1,38.1,36.5,111,77.2,67.6,19.5,22,19,27,267,4700,238.9375476,Gas,290,6200,1798,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,38.7,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,5,50000,4,NA,NA,0,MacPherson Strut,Acura MDX
2015 Acura MDX Specs: FWD 4-Door,2015,Acura,42765,FWD,7,4,V6,V,6,Sport Utility,Automatic,41.4,59.1,132.3,38.3,61.1,38.1,36.6,111,77.2,67.6,19.5,23,20,28,267,4500,228.7699924,Gas,290,6200,1798,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,37.6,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,5,50000,4,NA,NA,0,MacPherson Strut,Acura MDX
2015 Acura MDX Specs: SH-AWD 4-Door Tech/Entertainment Pkg,2015,Acura,51040,AWD,7,4,V6,V,6,Sport Utility,Automatic,41.4,59.1,132.3,38.3,61.1,38.1,36.6,111,77.2,67.6,19.5,21,18,27,267,4500,228.7699924,Gas,290,6200,1798,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,37.6,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,5,50000,4,NA,NA,0,MacPherson Strut,Acura MDX
2015 Acura MDX Specs: SH-AWD 4-Door Tech Pkg,2015,Acura,49040,AWD,7,4,V6,V,6,Sport Utility,Automatic,41.4,59.1,132.3,38.3,61.1,38.1,36.6,111,77.2,67.6,19.5,21,18,27,267,4500,228.7699924,Gas,290,6200,1798,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,37.6,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,5,50000,4,NA,NA,0,MacPherson Strut,Acura MDX
2015 Acura MDX Specs: SH-AWD 4-Door Advance/Entertainment Pkg,2015,Acura,56980,AWD,7,4,V6,V,6,Sport Utility,Automatic,41.4,59.1,132.3,38.3,61.1,38.1,36.6,111,77.2,67.6,19.5,21,18,27,267,4500,228.7699924,Gas,290,6200,1798,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,37.6,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,5,50000,4,NA,NA,0,MacPherson Strut,Acura MDX
2015 Acura MDX Specs: SH-AWD 4-Door,2015,Acura,44765,AWD,7,4,V6,V,6,Sport Utility,Automatic,41.4,59.1,132.3,38.3,61.1,38.1,36.6,111,77.2,67.6,19.5,21,18,27,267,4500,228.7699924,Gas,290,6200,1798,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,37.6,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,5,50000,4,NA,NA,0,MacPherson Strut,Acura MDX
2015 Acura MDX Specs: FWD 4-Door Tech/Entertainment Pkg,2015,Acura,49040,FWD,7,4,V6,V,6,Sport Utility,Automatic,41.4,59.1,132.3,38.3,61.1,38.1,36.6,111,77.2,67.6,19.5,23,20,28,267,4500,228.7699924,Gas,290,6200,1798,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,37.6,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,5,50000,4,NA,NA,0,MacPherson Strut,Acura MDX
2015 Acura MDX Specs: FWD 4-Door Tech Pkg,2015,Acura,47040,FWD,7,4,V6,V,6,Sport Utility,Automatic,41.4,59.1,132.3,38.3,61.1,38.1,36.6,111,77.2,67.6,19.5,23,20,28,267,4500,228.7699924,Gas,290,6200,1798,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,37.6,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,5,50000,4,NA,NA,0,MacPherson Strut,Acura MDX
2015 Acura MDX Specs: FWD 4-Door Advance/Entertainment Pkg,2015,Acura,54980,FWD,7,4,V6,V,6,Sport Utility,Automatic,41.4,59.1,132.3,38.3,61.1,38.1,36.6,111,77.2,67.6,19.5,23,20,28,267,4500,228.7699924,Gas,290,6200,1798,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,37.6,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,5,50000,4,NA,NA,0,MacPherson Strut,Acura MDX
2014 Acura MDX Specs: FWD 4-Door,2014,Acura,42290,FWD,7,4,V6,V,6,Sport Utility,Automatic,41.5,59.1,132.3,38.5,61.1,38.1,36.5,111,77.2,67.6,19.5,23,20,28,267,4500,228.7699924,Gas,290,6200,1798,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,37.6,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,5,50000,4,NA,NA,0,MacPherson Strut,Acura MDX
2014 Acura MDX Specs: SH-AWD 4-Door Tech/Entertainment Pkg,2014,Acura,50565,AWD,7,4,V6,V,6,Sport Utility,Automatic,41.5,59.1,132.3,38.5,61.1,38.1,36.5,111,77.2,67.6,19.5,21,18,27,267,4500,228.7699924,Gas,290,6200,1798,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,37.6,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,5,50000,4,NA,NA,0,MacPherson Strut,Acura MDX
2014 Acura MDX Specs: SH-AWD 4-Door Tech Pkg,2014,Acura,48565,AWD,7,4,V6,V,6,Sport Utility,Automatic,41.5,59.1,132.3,38.5,61.1,38.1,36.5,111,77.2,67.6,19.5,21,18,27,267,4500,228.7699924,Gas,290,6200,1798,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,37.6,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,5,50000,4,NA,NA,0,MacPherson Strut,Acura MDX
2014 Acura MDX Specs: SH-AWD 4-Door Advance/Entertainment Pkg,2014,Acura,56505,AWD,7,4,V6,V,6,Sport Utility,Automatic,41.5,59.1,132.3,38.5,61.1,38.1,36.5,111,77.2,67.6,19.5,21,18,27,267,4500,228.7699924,Gas,290,6200,1798,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,37.6,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,5,50000,4,NA,NA,0,MacPherson Strut,Acura MDX
2014 Acura MDX Specs: SH-AWD 4-Door,2014,Acura,44290,AWD,7,4,V6,V,6,Sport Utility,Automatic,41.5,59.1,132.3,38.5,61.1,38.1,36.5,111,77.2,67.6,19.5,21,18,27,267,4500,228.7699924,Gas,290,6200,1798,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,37.6,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,5,50000,4,NA,NA,0,MacPherson Strut,Acura MDX
2014 Acura MDX Specs: FWD 4-Door Tech/Entertainment Pkg,2014,Acura,48565,FWD,7,4,V6,V,6,Sport Utility,Automatic,41.5,59.1,132.3,38.5,61.1,38.1,36.5,111,77.2,67.6,19.5,23,20,28,267,4500,228.7699924,Gas,290,6200,1798,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,37.6,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,5,50000,4,NA,NA,0,MacPherson Strut,Acura MDX
2014 Acura MDX Specs: FWD 4-Door Tech Pkg,2014,Acura,46565,FWD,7,4,V6,V,6,Sport Utility,Automatic,41.5,59.1,132.3,38.5,61.1,38.1,36.5,111,77.2,67.6,19.5,23,20,28,267,4500,228.7699924,Gas,290,6200,1798,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,37.6,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,5,50000,4,NA,NA,0,MacPherson Strut,Acura MDX
2014 Acura MDX Specs: FWD 4-Door Advance/Entertainment Pkg,2014,Acura,54505,FWD,7,4,V6,V,6,Sport Utility,Automatic,41.5,59.1,132.3,38.5,61.1,38.1,36.5,111,77.2,67.6,19.5,23,20,28,267,4500,228.7699924,Gas,290,6200,1798,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,37.6,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,5,50000,4,NA,NA,0,MacPherson Strut,Acura MDX
2019 Acura TLX Specs: 2.4L FWD,2019,Acura,33000,FWD,5,4,I4,I,4,4dr Car,Automatic,42.6,55.4,93.3,36.7,57.5,37.2,34.5,109.3,73,57,17.2,26,23,33,182,4500,155.9405941,Gas,206,6800,1400.8,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,39.2,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,5,50000,4,191.7,14.3,0,MacPherson Strut,Acura TLX
2019 Acura TLX Specs: 3.5L SH-AWD w/Technology Pkg,2019,Acura,42100,AWD,5,4,V6,V,6,4dr Car,Automatic,42.6,55.4,93.3,36.7,57.5,37.2,34.5,109.3,73,57,17.2,23,20,29,267,4500,228.7699924,Gas,290,6200,1798,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,39.5,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,5,50000,4,191.7,14.3,0,MacPherson Strut,Acura TLX
2019 Acura TLX Specs: 3.5L SH-AWD w/Advance Pkg,2019,Acura,45950,AWD,5,4,V6,V,6,4dr Car,Automatic,42.6,55.4,93.3,36.7,57.5,37.2,34.5,109.3,73,57,17.2,23,20,29,267,4500,228.7699924,Gas,290,6200,1798,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,39.5,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,5,50000,4,191.5,14.3,0,MacPherson Strut,Acura TLX
2019 Acura TLX Specs: 3.5L SH-AWD w/A-SPEC Pkg Red Leather,2019,Acura,44800,AWD,5,4,V6,V,6,4dr Car,Automatic,42.6,55.4,93.3,36.7,57.5,37.2,34.5,109.3,73,57,17.2,23,20,29,267,4500,228.7699924,Gas,290,6200,1798,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,39.5,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,5,50000,4,191.5,14.3,0,MacPherson Strut,Acura TLX
2019 Acura TLX Specs: 3.5L SH-AWD w/A-SPEC Pkg,2019,Acura,44800,AWD,5,4,V6,V,6,4dr Car,Automatic,42.6,55.4,93.3,36.7,57.5,37.2,34.5,109.3,73,57,17.2,23,20,29,267,4500,228.7699924,Gas,290,6200,1798,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,39.5,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,5,50000,4,191.5,14.3,0,MacPherson Strut,Acura TLX
2019 Acura TLX Specs: 3.5L SH-AWD,2019,Acura,38200,AWD,5,4,V6,V,6,4dr Car,Automatic,42.6,55.4,93.3,36.7,57.5,37.2,34.5,109.3,73,57,17.2,23,20,29,267,4500,228.7699924,Gas,290,6200,1798,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,39.5,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,5,50000,4,191.7,14.3,0,MacPherson Strut,Acura TLX
2019 Acura TLX Specs: 3.5L FWD w/Technology Pkg,2019,Acura,40100,FWD,5,4,V6,V,6,4dr Car,Automatic,42.6,55.4,93.3,36.7,57.5,37.2,34.5,109.3,73,57,17.2,24,20,31,267,4500,228.7699924,Gas,290,6200,1798,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,38.8,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,5,50000,4,191.7,14.3,0,MacPherson Strut,Acura TLX
